SERIES,CNTRY,TRN,AGG,UNIT,REF,CODE,COUNTRY,SUB-CHAPTER,TITLE,UNIT.1,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
LVA.1.0.99.0.UBGS,LVA,1.0,0.0,99.0,0.0,UBGS,Latvia,"01 Balances with the rest of the world, national accounts",Net exports of goods and services at current prices (National accounts) ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.014808,0.183386,-0.033163,-0.196194,-0.423709,-0.519833,-0.773453,-0.691147,-0.687649,-0.971912,-1.029722,-1.314469,-1.794996,-1.971729,-3.583992,-4.342038,-3.106164,-0.375483,-0.374537,-1.16636,-1.180264,-0.995474,-0.66048,-0.28229,0.12895,-0.11295,-0.13922,-0.06444,0.41945,-1.02471,-1.76467,-1.46103,-1.242602,-1.185398,-1.315465
LTU.1.0.99.0.UBGS,LTU,1.0,0.0,99.0,0.0,UBGS,Lithuania,"01 Balances with the rest of the world, national accounts",Net exports of goods and services at current prices (National accounts) ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.280386,-0.288052,-0.55009,-0.61901,-0.904359,-1.148262,-1.033093,-0.772324,-0.74768,-0.861166,-0.964544,-1.286527,-1.51564,-2.46799,-3.8019,-3.79067,-0.47343,-0.56143,-0.84093,0.20383,0.5082,0.70283,-0.36947,0.28277,0.9699,0.8532,2.59119,4.56041,2.52403,-1.41111,2.88073,4.106697,4.182275,4.299087
LUX.1.0.99.0.UBGS,LUX,1.0,0.0,99.0,0.0,UBGS,Luxembourg,"01 Balances with the rest of the world, national accounts",Net exports of goods and services at current prices (National accounts) ,Mrd ECU/EUR,0.06932,0.03732,0.00807,0.00608,0.00167,0.00886,0.01822,0.05597,0.08277,0.13937,0.16176,0.06334,0.10134,0.25136,0.50733,0.16358,0.28106,0.26692,0.22824,0.32739,0.20979,0.13497,0.1263,0.28043,0.36832,0.57551,0.65651,0.42493,0.56812,1.00114,1.03481,1.10159,1.70572,2.22246,2.76935,3.09568,3.34596,3.51427,3.38943,4.09936,5.25863,5.16669,5.511,5.43381,6.26984,7.13762,10.11618,11.92059,12.31336,12.62022,13.46194,13.41396,14.25413,15.8247,16.64383,17.61732,18.97576,18.44009,19.58673,19.02596,21.91833,24.09918,26.393,24.45952,26.66175,28.05115,29.7244
HUN.1.0.99.0.UBGS,HUN,1.0,0.0,99.0,0.0,UBGS,Hungary,"01 Balances with the rest of the world, national accounts",Net exports of goods and services at current prices (National accounts) ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00109,-2.34237,-1.96311,0.01589,0.19196,0.41745,-0.6737,-1.25617,-1.8974,-0.78952,-1.53238,-3.08895,-3.76047,-2.69515,-1.48967,0.04391,-0.04909,3.21022,4.64763,5.7438,5.99833,6.45102,6.05691,8.55336,9.62017,8.21779,5.58981,3.25086,2.6001,0.17301,-8.12825,9.77731,13.06226,11.39793,11.46575
MLT.1.0.99.0.UBGS,MLT,1.0,0.0,99.0,0.0,UBGS,Malta,"01 Balances with the rest of the world, national accounts",Net exports of goods and services at current prices (National accounts) ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.145982,-0.113454,-0.03145,-0.065964,-0.082267,-0.18224,-0.297191,-0.203721,-0.230114,-0.177981,-0.396675,-0.200418,0.118659,-0.175639,-0.279948,-0.467237,-0.21928,-0.18054,-0.17491,-0.09375,0.06967,0.20079,0.17834,0.64279,1.12379,1.04965,1.40943,2.53289,2.54423,2.33063,2.22069,2.75837,2.45789,3.73305,3.895915,4.272167,4.591786
NLD.1.0.99.0.UBGS,NLD,1.0,0.0,99.0,0.0,UBGS,Netherlands,"01 Balances with the rest of the world, national accounts",Net exports of goods and services at current prices (National accounts) ,Mrd ECU/EUR,0.5347,0.3598,0.4039,0.2766,0.0718,0.3354,0.1691,0.2901,0.5455,0.5912,0.1799,0.9005,2.2677,3.0906,3.9226,4.1421,4.7935,3.1234,2.3269,2.3264,2.309,8.1992,9.58,8.5567,12.5671,11.3093,10.2982,8.1595,9.2275,11.1198,13.7903,15.6844,15.7579,21.6482,23.7006,25.8745,24.6507,26.6651,27.2299,26.318,32.643,35.108,37.515,36.94,43.768,49.316,53.433,47.467,59.003,51.006,54.612,56.373,64.23,67.159,74.979,53.542,78.164,80.44,83.087,82.688,83.686,86.883,87.255,119.237,138.5152,145.8638,149.8791
AUT.1.0.99.0.UBGS,AUT,1.0,0.0,99.0,0.0,UBGS,Austria,"01 Balances with the rest of the world, national accounts",Net exports of goods and services at current prices (National accounts) ,Mrd ECU/EUR,-0.0757,-0.02134,0.04392,0.01564,-0.06109,-0.11744,-0.21032,-0.15976,-0.12151,0.03439,-0.01173,-0.05925,-0.09485,-0.15456,-0.35381,-0.12968,-0.91062,-1.95742,-0.68928,-0.82478,-2.01182,-1.51401,-0.43558,-1.20046,-0.88475,-0.17231,0.01939,-0.01457,-0.45275,-0.58868,-0.1007,-1.19869,-1.98987,-0.56259,-2.87841,-2.19438,-2.96367,-1.52447,-0.43897,0.92535,2.84535,3.7455,8.3679,6.38421,7.13008,8.14487,9.62835,12.46234,12.99614,9.65697,10.35964,8.65658,8.89677,8.97495,10.61504,12.56967,13.34923,11.37143,11.59862,14.18343,12.84701,3.55229,-2.05235,10.00976,14.67521,15.30843,16.64987
POL.1.0.99.0.UBGS,POL,1.0,0.0,99.0,0.0,UBGS,Poland,"01 Balances with the rest of the world, national accounts",Net exports of goods and services at current prices (National accounts) ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08024,-0.75011,0.61616,0.76292,1.83466,2.35137,-1.78446,-5.45587,-7.50548,-9.45852,-12.12274,-8.04954,-7.49827,-5.28619,-5.91638,-3.11233,-6.57032,-11.95549,-19.24234,-3.05318,-8.81099,-8.68124,-3.03962,4.35856,1.66481,8.9431,12.60288,13.22383,10.19338,19.62412,29.82818,18.66704,11.14312,43.14145,38.93236,38.4328,38.8292
PRT.1.0.99.0.UBGS,PRT,1.0,0.0,99.0,0.0,UBGS,Portugal,"01 Balances with the rest of the world, national accounts",Net exports of goods and services at current prices (National accounts) ,Mrd ECU/EUR,-0.08576,-0.32543,-0.10135,-0.16131,-0.16127,-0.21023,-0.26864,-0.27616,-0.40811,-0.23711,-0.44493,-0.50626,-0.45302,-0.72292,-1.60898,-1.28637,-1.59084,-1.8793,-1.5609,-1.45464,-2.68235,-4.40906,-4.75025,-2.86521,-2.18551,-1.41071,-0.76276,-2.36842,-4.30373,-3.79775,-4.33785,-5.92904,-6.97255,-5.87874,-6.48615,-5.80225,-6.87296,-8.26106,-10.14709,-12.3794,-14.18178,-13.87255,-11.63462,-9.35501,-11.9827,-13.91486,-13.02193,-13.2626,-17.11074,-12.11286,-13.73066,-7.37812,-0.83274,1.87298,0.25894,1.32869,2.21389,2.10674,1.26989,1.14808,-4.01383,-6.01136,-5.85688,2.46577,4.5848,3.81884,3.00024
ROM.1.0.99.0.UBGS,ROM,1.0,0.0,99.0,0.0,UBGS,Romania,"01 Balances with the rest of the world, national accounts",Net exports of goods and services at current prices (National accounts) ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.52423,-0.41302,-0.66444,-1.0002,-0.45194,-1.43849,-2.28393,-2.14116,-2.89388,-1.56829,-2.16923,-3.48358,-2.76799,-3.96303,-5.51994,-8.15223,-11.80298,-17.97506,-18.85737,-8.04571,-8.56029,-8.03208,-7.21278,-1.29627,-0.63481,-1.31787,-1.77522,-4.63672,-7.21397,-9.46055,-9.71557,-13.69414,-19.43964,-15.52314,-20.72458,-20.56414,-20.04619
SVN.1.0.99.0.UBGS,SVN,1.0,0.0,99.0,0.0,UBGS,Slovenia,"01 Balances with the rest of the world, national accounts",Net exports of goods and services at current prices (National accounts) ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.544559,0.459038,-0.00584,0.189031,-0.366237,-0.211421,-0.208423,-0.334713,-0.919063,-0.804125,-0.241982,0.24749,-0.083313,-0.400694,-0.186406,-0.015093,-0.46613,-0.79835,0.51715,0.38757,0.45372,1.23405,1.71164,2.5468,3.12185,3.45503,3.86264,3.87511,4.17509,4.20395,3.05475,0.99346,4.09522,3.342316,3.451171,3.397971
SVK.1.0.99.0.UBGS,SVK,1.0,0.0,99.0,0.0,UBGS,Slovakia,"01 Balances with the rest of the world, national accounts",Net exports of goods and services at current prices (National accounts) ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.840393,0.316918,-0.092762,-2.242579,-1.990726,-2.231052,-0.923178,-0.520908,-1.768751,-1.68385,-0.13373,-0.530935,-1.351873,-1.108563,0.098321,-1.357992,-0.33453,-0.65038,0.06305,3.57488,3.62383,3.1572,1.57673,1.52305,1.07062,1.01172,-0.03256,1.00217,-0.46448,-6.54638,1.94522,1.225846,0.619347,1.706398
FIN.1.0.99.0.UBGS,FIN,1.0,0.0,99.0,0.0,UBGS,Finland,"01 Balances with the rest of the world, national accounts",Net exports of goods and services at current prices (National accounts) ,Mrd ECU/EUR,-0.03898,-0.06151,-0.07918,-0.01003,-0.14362,-0.14547,-0.14922,-0.09499,0.10287,0.06078,-0.16467,-0.25363,-0.03698,-0.17401,-0.75411,-1.4471,-0.62061,0.38573,0.8819,0.33963,-0.5035,0.46147,0.09347,-0.00601,1.59591,0.49398,0.98145,0.41202,-0.31992,-1.97645,-1.72556,-0.98063,0.73515,3.49839,4.9183,7.6533,7.20343,8.21594,9.47141,11.383,12.508,13.38,13.32,9.994,9.955,6.534,7.201,8.969,7.024,3.705,2.568,-1.544,-3.127,-2.004,-2.091,-0.838,-2.277,0.885,-1.96,1.604,0.577,0.135,-5.164,0.812,0.40266,-0.16017,-0.53641
SWE.1.0.99.0.UBGS,SWE,1.0,0.0,99.0,0.0,UBGS,Sweden,"01 Balances with the rest of the world, national accounts",Net exports of goods and services at current prices (National accounts) ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,-1.06002,0.36444,-0.01007,2.74318,5.16039,2.78848,4.89481,3.148,3.13759,1.17406,0.73579,3.02521,3.00742,5.39187,7.07481,12.24335,13.21147,15.31099,14.31079,14.16607,14.31158,14.1511,14.88254,15.81866,20.75381,20.47943,23.12709,21.12613,18.40963,15.52285,17.35854,18.20197,18.69058,16.84972,13.47581,14.74844,11.88966,8.88139,7.71846,18.82996,20.06094,23.27532,10.51699,21.50442,24.96843,26.0467,27.91637
GBR.1.0.99.0.UBGS,GBR,1.0,0.0,99.0,0.0,UBGS,United Kingdom,"01 Balances with the rest of the world, national accounts",Net exports of goods and services at current prices (National accounts) ,Mrd ECU/EUR,-0.96686,-0.23968,-0.13984,-0.32001,-1.55122,-0.88805,-0.21158,-1.19468,-0.93964,0.32887,0.9565,1.85572,-0.10947,-3.40653,-7.89932,-2.87053,-1.80653,2.0609,3.88706,1.74417,9.3495,14.16751,10.53438,5.99362,0.5437,8.00474,-2.67321,-4.42199,-22.22165,-26.74004,-15.0403,-3.00711,-5.81965,-2.50669,0.79854,3.89257,3.12829,7.77549,-7.04429,-16.16582,-21.71039,-31.83442,-44.69402,-38.66945,-44.96369,-43.72793,-40.81379,-43.81615,-33.75552,-21.57834,-29.23842,-15.13796,-20.89853,-29.79081,-44.87792,-39.91263,-46.07295,-31.85333,-33.63152,-35.51725,13.20327,-5.95573,-51.74082,-17.30999,-33.74824,-35.97635,-39.15533
MKD.1.0.99.0.UBGS,MKD,1.0,0.0,99.0,0.0,UBGS,North Macedonia,"01 Balances with the rest of the world, national accounts",Net exports of goods and services at current prices (National accounts) ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.477797,-0.464446,-0.570394,-0.605677,-0.412407,-0.58416,-0.542004,-0.802795,-0.691073,-0.890911,-0.816473,-0.928553,-1.088451,-1.701217,-1.459254,-1.300923,-1.429111,-1.62816,-1.472163,-1.473733,-1.471761,-1.434756,-1.389857,-1.339225,-1.549692,-1.378001,-1.873871,-2.724985,-1.900728,-2.034588,-2.275175,-2.521243
SRB.1.0.99.0.UBGS,SRB,1.0,0.0,99.0,0.0,UBGS,Serbia,"01 Balances with the rest of the world, national accounts",Net exports of goods and services at current prices (National accounts) ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.700529,-0.83905,-0.83226,-0.367636,-2.197152,-3.031115,-2.957108,-5.028822,-3.822538,-4.677594,-6.634101,-7.781308,-4.327577,-3.853059,-4.534838,-4.643829,-2.992782,-2.864388,-2.515102,-1.825815,-2.642427,-3.676684,-4.645322,-3.977964,-4.285172,-6.628806,-3.266556,-4.281733,-4.85086,-5.564768
ISL.1.0.99.0.UBGS,ISL,1.0,0.0,99.0,0.0,UBGS,Iceland,"01 Balances with the rest of the world, national accounts",Net exports of goods and services at current prices (National accounts) ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,-0.003716,-0.05018,-0.156203,0.06401,-0.003504,0.005416,0.149778,-0.055207,-0.051113,0.109493,0.06041,-0.073116,-0.008731,0.165459,0.271416,0.189688,0.029705,0.03088,-0.329108,-0.380167,-0.672483,-0.078288,0.158422,-0.29899,-0.624965,-1.592142,-2.336003,-1.422926,-0.230684,0.757763,1.022356,0.840011,0.662002,0.934961,0.858592,1.182209,1.247669,0.983126,0.768693,1.006,-0.256894,-0.377511,-0.038143,0.142756,-0.075095,0.053822,0.14678
NOR.1.0.99.0.UBGS,NOR,1.0,0.0,99.0,0.0,UBGS,Norway,"01 Balances with the rest of the world, national accounts",Net exports of goods and services at current prices (National accounts) ,Mrd ECU/EUR,-0.0305,-0.0954,-0.0784,-0.0697,0.0372,-0.0106,-0.0508,-0.0813,0.233,0.2432,-0.0782,-0.3534,0.1172,-0.0703,-0.6163,-1.5357,-2.688,-3.3099,0.0535,0.8163,2.6756,3.9919,3.1196,5.257,6.7395,6.0592,-2.8928,-1.9767,-0.7296,3.0042,5.7253,7.4796,6.5529,6.317,6.2716,6.9026,11.1472,11.2707,2.5931,11.0737,31.4609,32.7262,27.9572,26.429,28.9449,40.9288,48.1479,41.1387,56.2801,33.9799,39.2583,49.4816,56.1716,46.5124,39.0491,23.4984,9.2553,15.519,23.9949,8.7121,-3.0129,63.1892,160.0455,66.1003,70.9962,72.2111,74.2153
CHE.1.0.99.0.UBGS,CHE,1.0,0.0,99.0,0.0,UBGS,Switzerland,"01 Balances with the rest of the world, national accounts",Net exports of goods and services at current prices (National accounts) ,Mrd ECU/EUR,0.1792,-0.1449,-0.2495,-0.2294,-0.2578,0.1629,0.3751,0.4876,0.818,0.8263,0.0868,0.0707,0.3199,0.3161,-0.1058,2.6907,3.4518,3.3032,3.6645,0.8571,-1.9777,0.5187,0.656,-1.3035,3.9031,3.739,1.3326,2.2394,2.2996,2.2748,0.4349,3.0661,5.5907,9.2,10.103,10.2226,8.8559,11.76,10.2358,10.4713,14.9484,13.9776,17.5393,16.3666,23.0434,18.3245,24.5488,35.0491,36.6952,24.9334,43.4816,37.8758,48.6009,55.5288,57.3274,65.8051,62.6114,55.8841,64.6755,63.1731,41.68,84.2425,108.5384,93.8288,99.7412,101.0811,105.664
AUS.1.0.99.0.UBGS,AUS,1.0,0.0,99.0,0.0,UBGS,Australia,"01 Balances with the rest of the world, national accounts",Net exports of goods and services at current prices (National accounts) ,Mrd ECU/EUR,,,,,,,,,,,,0.40982,1.65703,-0.04501,-0.38568,0.12236,-0.66237,-0.98437,-1.11667,0.57745,-2.42601,-6.12631,-3.98449,-3.08706,-5.36704,-7.31906,-3.09202,-1.29907,-4.45121,-5.58806,-0.33738,0.72342,-0.8042,-1.39267,-5.98988,-1.35676,0.94,-3.38387,-8.49275,-8.64167,0.38264,0.01848,-9.64639,-13.34798,-14.84659,-11.34585,-10.72167,-18.39267,2.03603,-6.76878,10.17256,-1.85035,-16.13349,-3.23221,-16.31521,-25.4869,6.08621,4.50797,30.548,46.71356,53.66125,84.71173,90.57521,81.59081,77.24294,77.54423,73.59467
CAN.1.0.99.0.UBGS,CAN,1.0,0.0,99.0,0.0,UBGS,Canada,"01 Balances with the rest of the world, national accounts",Net exports of goods and services at current prices (National accounts) ,Mrd ECU/EUR,,-1.00342,-0.75592,-0.07376,0.22353,-0.82051,-0.77689,0.30259,0.35678,-1.25835,2.12962,0.93461,-0.32236,0.49318,-2.3989,-7.41613,-6.26504,-4.73494,-2.89957,-2.23394,1.77894,,,,,,,,,,,-2.55457,-1.55613,0.17012,5.71121,14.52282,19.54986,11.15027,11.16837,22.954,45.62069,47.35142,35.47952,30.87412,36.87336,37.25839,28.93683,23.38458,18.76978,-14.30323,-22.86342,-14.72201,-26.8842,-21.78646,-12.32081,-34.58718,-32.59,-32.03883,-28.49222,-22.83374,-32.06682,0.14506,2.69667,-8.99437,-0.76035,-1.9424,-3.02336
JPN.1.0.99.0.UBGS,JPN,1.0,0.0,99.0,0.0,UBGS,Japan,"01 Balances with the rest of the world, national accounts",Net exports of goods and services at current prices (National accounts) ,Mrd ECU/EUR,,,,,,1.1704,1.5396,0.2251,1.5748,2.6888,2.535,6.0287,6.2465,-0.0565,-3.1346,0.0145,3.9041,9.8399,13.0744,-7.008,-7.0235,7.8551,7.7076,23.0629,43.256,61.4368,80.3626,62.6669,52.9676,38.9266,20.3335,43.066,60.9762,80.2896,78.7227,52.7005,14.6462,39.0134,63.9204,64.6595,73.4497,29.0562,56.1414,64.2294,75.1373,54.5484,47.5875,58.9156,11.8272,17.0489,58.2139,-28.9631,-80.1488,-94.5685,-95.9231,-22.1876,36.4894,33.1581,0.852,-13.233,-11.9069,-22.1489,-151.1921,-58.5419,-43.3234,-48.9366,-54.4497
KOR.1.0.99.0.UBGS,KOR,1.0,0.0,99.0,0.0,UBGS,Korea,"01 Balances with the rest of the world, national accounts",Net exports of goods and services at current prices (National accounts) ,Mrd ECU/EUR,,-0.22472,-0.30838,-0.39934,-0.23984,-0.21007,-0.359,-0.4819,-0.74307,-0.88942,-0.85302,-0.97737,-0.46898,-0.42008,-1.79977,-1.52332,-0.75361,-0.61579,-1.72377,-3.53424,-4.32063,-4.87362,-4.44828,-2.27084,0.60553,1.2392,4.17886,7.52644,10.68057,3.7204,-1.58319,-5.60226,-1.80453,1.50025,-1.97617,-4.37803,-14.85282,-4.29295,36.2895,25.29086,11.13531,8.27536,7.96072,10.07822,22.3049,16.8496,5.04204,7.78813,-1.67145,28.80675,24.24389,9.9955,27.15489,47.81479,56.43409,90.34189,90.30027,68.25958,64.84348,41.20194,53.15067,54.61815,0.11341,-81.05454,-40.08992,-52.52378,-46.98273
NZL.1.0.99.0.UBGS,NZL,1.0,0.0,99.0,0.0,UBGS,New Zealand,"01 Balances with the rest of the world, national accounts",Net exports of goods and services at current prices (National accounts) ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15505,0.7497,1.54835,0.29096,0.32695,1.30763,1.02248,1.42579,1.24069,0.904,0.86583,0.85197,0.68147,0.28096,1.75573,2.19244,2.01664,1.31183,0.23651,-1.33695,-0.34274,0.12079,-0.22918,2.03967,2.54008,1.87554,0.95355,2.31276,1.23035,1.63021,1.39744,1.79913,-0.05626,0.44887,-0.97945,-8.3105,-12.43483,-20.29985,-16.87088,-17.33877,-18.55335
USA.1.0.99.0.UBGS,USA,1.0,0.0,99.0,0.0,UBGS,United States,"01 Balances with the rest of the world, national accounts",Net exports of goods and services at current prices (National accounts) ,Mrd ECU/EUR,3.9803,4.604,3.8334,4.6167,6.4628,5.2514,3.6109,3.3386,1.3121,1.3999,3.8622,0.5927,-3.0068,3.3368,-0.6833,12.8759,-1.4588,-20.238,-19.909,-16.4506,-9.3771,-11.2132,-20.3876,-58.0104,-130.1934,-149.4166,-133.9895,-125.4028,-92.5115,-78.7311,-61.138,-23.0914,-26.7607,-55.6567,-77.7515,-68.6241,-75.9016,-89.9183,-145.1364,-243.5314,-412.5908,-420.6505,-465.0563,-461.4332,-509.7989,-594.7342,-626.3569,-536.9893,-503.7343,-300.5157,-401.5262,-416.4049,-429.3445,-360.2489,-383.0634,-472.5677,-454.6667,-480.9569,-502.2014,-515.6803,-548.2439,-727.3588,-911.66,-737.4134,-837.5124,-871.2814,-886.2926
BEL.1.0.99.0.UKCT,BEL,1.0,0.0,99.0,0.0,UKCT,Belgium,"05 Consumption of fixed capital, total economy",Consumption of fixed capital at current prices: total economy ,Mrd ECU/EUR,1.9513,2.0102,2.1206,2.3004,2.5424,2.7382,2.9481,3.1776,3.5218,3.8995,4.462,4.817,5.5261,6.1907,7.7041,8.5352,9.8091,11.7459,12.86,13.7883,14.0764,15.2557,15.1877,15.803,16.538,17.6642,18.5608,19.4238,19.9262,21.492,23.311,25.039,26.985,29.2111,31.3505,34.3267,35.2748,35.86,37.5426,40.1147,42.614,44.8005,46.4591,49.1549,51.4708,54.3627,58.1874,61.6751,65.9762,64.0748,66.6021,69.677,72.3413,74.0451,75.109,77.056,78.9119,82.5804,85.8805,89.5285,92.639,97.9364,108.0359,115.2537,119.7181,123.9729,128.3133
BGR.1.0.99.0.UKCT,BGR,1.0,0.0,99.0,0.0,UKCT,Bulgaria,"05 Consumption of fixed capital, total economy",Consumption of fixed capital at current prices: total economy ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5613,0.50927,1.2288,0.83229,0.8744,0.63629,0.60871,1.34653,1.50869,1.83205,2.00946,2.30606,2.68518,2.92433,3.41978,3.84307,4.41265,4.57988,5.28111,5.83214,5.91979,5.8419,5.73786,6.31889,6.52101,6.88235,7.2975,7.73736,8.21115,8.56582,9.43809,11.31743,12.63477,13.05958,13.65813,14.26667
CZE.1.0.99.0.UKCT,CZE,1.0,0.0,99.0,0.0,UKCT,Czechia,"05 Consumption of fixed capital, total economy",Consumption of fixed capital at current prices: total economy ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.20696,9.3532,10.32107,11.62718,12.68739,13.85639,14.39217,15.96807,17.64804,20.00627,20.29133,21.31285,23.52723,25.95964,28.66148,33.92741,32.85633,34.81306,36.209,35.77743,35.17767,34.34634,35.99587,37.65555,40.35029,43.54384,46.7864,48.8965,55.10171,64.18193,69.78059,69.20865,71.59058,74.28809
DNK.1.0.99.0.UKCT,DNK,1.0,0.0,99.0,0.0,UKCT,Denmark,"05 Consumption of fixed capital, total economy",Consumption of fixed capital at current prices: total economy ,Mrd ECU/EUR,0.75794,0.84755,0.94272,1.05777,1.16695,1.32404,1.47673,1.62389,1.72303,1.89907,2.13885,2.38254,2.71148,3.15952,3.89653,4.52822,5.27672,5.84975,6.29051,6.80528,7.23398,8.17173,8.86835,9.82121,10.66203,11.65341,12.43754,13.47759,14.49371,15.58448,17.10757,18.22638,19.26024,20.6141,21.76122,23.30487,24.02281,25.22045,26.16431,27.68361,28.85059,30.70048,32.29008,33.64464,34.9653,35.96371,37.45427,39.92473,43.89234,42.08849,43.06274,43.5181,44.6498,44.70131,44.79583,45.33098,46.85791,48.19746,49.92079,52.70662,54.34363,56.99333,62.73782,69.07468,71.92907,74.56745,77.28268
DEU.1.0.99.0.UKCT,DEU,1.0,0.0,99.0,0.0,UKCT,Germany,"05 Consumption of fixed capital, total economy",Consumption of fixed capital at current prices: total economy ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.5134,259.0148,288.4995,302.6057,324.5002,326.3315,325.3079,332.3937,345.41,360.13,371.586,379.073,382.615,389.869,396.863,407.349,428.08,445.888,456.604,466.434,482.576,499.827,514.68,530.276,546.896,563.28,586.638,616.307,646.001,668.166,710.786,797.043,857.986,884.6833,904.3323,919.0595
D_W.1.0.99.0.UKCT,D_W,1.0,0.0,99.0,0.0,UKCT,West Germany,"05 Consumption of fixed capital, total economy",Consumption of fixed capital at current prices: total economy ,Mrd ECU/EUR,6.2054,7.3345,8.5018,9.5253,10.6061,11.7903,13.0044,13.8176,15.186,16.8394,21.1821,24.839,27.9856,33.8403,40.4776,44.5183,51.5171,58.365,65.33,72.8986,80.6829,88.0859,99.4794,109.3545,117.1168,122.7884,133.6242,142.368,148.7426,158.3541,172.929,189.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST.1.0.99.0.UKCT,EST,1.0,0.0,99.0,0.0,UKCT,Estonia,"05 Consumption of fixed capital, total economy",Consumption of fixed capital at current prices: total economy ,Mrd ECU/EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.295885,0.379184,0.519799,0.591831,0.656215,0.720029,0.8132,0.9028,1.0416,1.1441,1.2673,1.4459,1.6332,1.9212,2.2648,2.4836,2.5138,2.5246,2.6476,2.8481,3.12,3.2199,3.4386,3.5189,3.7684,4.0754,4.4733,4.6505,5.0192,5.847,6.3942,7.206532,7.699112,8.219375
IRL.1.0.99.0.UKCT,IRL,1.0,0.0,99.0,0.0,UKCT,Ireland,"05 Consumption of fixed capital, total economy",Consumption of fixed capital at current prices: total economy ,Mrd ECU/EUR,0.1327,0.1481,0.1704,0.1931,0.2138,0.2377,0.2558,0.2808,0.2943,0.3568,0.3913,0.448,0.508,0.5291,0.6221,0.6687,0.7823,0.9458,1.2227,1.4739,1.8902,2.0803,2.4479,2.6411,2.7177,2.9782,3.1752,3.2862,3.4439,3.831,4.2519,4.6324,4.9284,5.061,5.6826,6.162,6.8995,8.1995,9.0376,10.6389,12.5731,14.2153,15.7959,17.6921,19.7776,22.8084,26.7023,27.3452,25.9824,24.333,24.1019,24.0909,25.694,28.3125,31.9144,60.7416,69.3854,78.1369,84.8104,92.1124,106.8473,112.4351,122.0019,128.2569,132.1589,130.4656,132.0134
GRC.1.0.99.0.UKCT,GRC,1.0,0.0,99.0,0.0,UKCT,Greece,"05 Consumption of fixed capital, total economy",Consumption of fixed capital at current prices: total economy ,Mrd ECU/EUR,0.32659,0.35276,0.40892,0.45087,0.50474,0.57409,0.6647,0.74353,0.85024,0.96804,1.1453,1.3156,1.49469,1.79049,2.32259,2.53245,3.13237,3.73664,4.20391,4.91188,5.31564,6.30898,7.30232,7.70412,8.27564,8.51087,8.20666,8.17869,8.9095,9.87152,10.33784,11.39888,12.21152,12.65454,13.52069,14.62504,15.92567,17.1634,17.7766,19.63343,20.76766,22.43044,24.36657,26.14314,27.80009,28.95113,31.54741,33.95857,36.79803,38.09721,37.82717,36.00578,34.29511,32.52091,30.73832,29.45522,28.51077,27.97269,27.56638,26.95947,26.53958,26.86244,28.34436,29.50859,29.99792,30.63962,31.61941
